ORISPL_CODE,UNITID,Generator ID,PTID,Zone,Latitude,Longitude,Plant Name,solar_size_MW,State,County,Prime Mover,Nameplate Capacity (MW),Nameplate Power Factor,Summer Capacity (MW),Winter Capacity (MW),Minimum Load (MW),Operating Month,Operating Year,Planned Retirement Month,Planned Retirement Year,Sector Name,Energy Source 1,Energy Source 2,Energy Source 3,Energy Source 4,Energy Source 5,Energy Source 6,Time from Cold Shutdown to Full Load,Cofire Fuels?,Switch Between Oil and Natural Gas?,CRIS_winter
2499,CT02-6,NT26,24241,N.Y.C.,40.648611,-74.020833,Narrows Gas Turbines Generating,6.283185307,NY,Kings,GT,22,1,16.5,21.2,16,6,1972, , ,IPP Non-CHP,NG,DFO,KER,,,,1H,Y,Y,23.6
2499,CT02-7,NT27,24242,N.Y.C.,40.648611,-74.020833,Narrows Gas Turbines Generating,6.283185307,NY,Kings,GT,22,1,19,23.9,16,6,1972, , ,IPP Non-CHP,NG,DFO,KER,,,,1H,Y,Y,27
2499,CT02-8,NT28,24243,N.Y.C.,40.648611,-74.020833,Narrows Gas Turbines Generating,6.283185307,NY,Kings,GT,22,1,17.4,21.4,16,6,1972, , ,IPP Non-CHP,NG,DFO,KER,,,,1H,Y,Y,22.9
2500,CT0001,GT1,23729,N.Y.C.,40.759167,-73.946111,Ravenswood,4.035073133,NY,Queens,GT,18.6,0.85,7.9,9.6,7,7,1967, , ,IPP Non-CHP,NG,,,,,,1H,N,N,11.5
2500,CT0010,GT10,24258,N.Y.C.,40.759167,-73.946111,Ravenswood,4.035073133,NY,Queens,GT,25,0.85,17.8,22.8,10,7,1969, , ,IPP Non-CHP,NG,KER,,,,,1H,N,Y,27
2500,CT0011,GT11,24259,N.Y.C.,40.759167,-73.946111,Ravenswood,4.035073133,NY,Queens,GT,25,0.85,17.5,22.8,10,6,1969, , ,IPP Non-CHP,NG,KER,,,,,1H,N,Y,25.7
2503,CT0001,GT1,24138,N.Y.C.,40.771285,-73.99115,59th Street,4.391400166,NY,New York,GT,17.1,0.91,15.4,20.7,3,6,1969, , ,Electric Utility,KER,,,,,,1H,,,20.1
2504,CT0001,GT1,24260,N.Y.C.,40.768,-73.9515,74th Street,4.391400166,NY,New York,GT,18.5,0.85,10.2,17.9,8,10,1968, , ,Electric Utility,KER,,,,,,1H,,,23.5
2504,CT0002,GT2,24261,N.Y.C.,40.768,-73.9515,74th Street,4.391400166,NY,New York,GT,18.5,0.85,18.4,20.1,8,10,1968, , ,Electric Utility,KER,,,,,,1H,,,25.7
2512,UGT001,1,23717,LONGIL,40.961706,-72.210277,East Hampton,1.119536856,NY,Suffolk,GT,21.3,0.85,18.9,23.6,15.4,12,1970, , ,Electric Utility,DFO,,,,,,10M,,,24.4
2514,U00020,GT2,23688,LONGIL,40.827149,-73.647473,Glenwood,1.164628587,NY,Nassau,GT,55,0.9,49.6,62,40,6,1972, , ,Electric Utility,DFO,,,,,,1H,,,68.8
2514,U00021,GT3,23689,LONGIL,40.827149,-73.647473,Glenwood,1.164628587,NY,Nassau,GT,55,0.9,55.1,66.5,44.1,6,1972, , ,Electric Utility,DFO,,,,,,1H,,,71.5
2516,UGT001,GT1,23718,LONGIL,40.923565,-73.342323,Northport,1.119536856,NY,Suffolk,GT,16,0.85,12.4,15.9,10.6,3,1967, , ,Electric Utility,DFO,,,,,,1H,,N,18
2517,UGT001,GT1,23713,LONGIL,40.949696,-73.078507,Port Jefferson,1.119536856,NY,Suffolk,GT,16,0.85,12.4,15.9,10.6,12,1966, , ,Electric Utility,DFO,,,,,,1H,,,18.4
2517,UGT002,GT2,24210,LONGIL,40.949696,-73.078507,Port Jefferson,1.119536856,NY,Suffolk,GT,53,0.9,43.3,48.1,37,7,2002, , ,Electric Utility,NG,KER,,,,,1H,N,Y,52
2517,UGT003,GT3,24211,LONGIL,40.949696,-73.078507,Port Jefferson,1.119536856,NY,Suffolk,GT,53,0.9,39.7,46,37,7,2002, , ,Electric Utility,NG,KER,,,,,1H,N,Y,50.9
2521,UGT001,4,23714,LONGIL,40.695485,-73.348573,West Babylon,1.119536856,NY,Suffolk,GT,52.4,0.9,49.9,62.9,41.5,8,1971, , ,Electric Utility,DFO,,,,,,1H,,,64
2628,1,GEN1,23639,HUD VL,41.1269,-74.1653,Hillburn,10,NY,Rockland,GT,46.5,0.9,33.1,43.8,5,7,1972, , ,IPP Non-CHP,NG,KER,,,,,10M,N,Y,51.8
2632,1,SHOE,23640,HUD VL,41.4278,-74.4186,Shoemaker,10,NY,Orange,GT,41.9,0.9,33,40,5,7,1972, , ,IPP Non-CHP,NG,KER,,,,,10M,N,Y,45.2
